Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
169,"1,730",24.78%,82.95%,19.57,T,19.65,T,16 JUN 23,301,10.24,Q,10.35,X,173,991,26.14%,83.95%
543,"4,529",24.63%,85.13%,18.91,T,18.99,T,16 JUN 23,302,10.57,B,10.70,X,203,"2,964",25.99%,86.01%
280,"2,739",24.47%,87.35%,18.26,T,18.33,T,16 JUN 23,303,10.92,X,11.05,X,36,"1,804",25.84%,88.11%
56,"2,363",24.33%,89.60%,17.62,T,17.69,T,16 JUN 23,304,11.28,X,11.40,B,65,"2,383",25.69%,90.23%
476,"62,530",24.18%,91.89%,16.99,T,17.06,T,16 JUN 23,305,11.63,X,11.77,B,"2,787","33,985",25.52%,92.38%
114,"1,661",24.03%,94.22%,16.37,T,16.44,T,16 JUN 23,306,12.03,X,12.16,X,191,"1,555",25.40%,94.58%
59,"2,242",23.88%,96.57%,15.76,T,15.82,T,16 JUN 23,307,12.42,X,12.48,Q,204,"1,404",25.19%,96.78%
31,"2,605",23.72%,98.96%,15.16,T,15.21,T,16 JUN 23,308,12.83,Q,12.95,X,218,"1,062",25.11%,99.03%
33,"2,605",23.57%,98.71%,14.57,T,14.62,T,16 JUN 23,309,13.24,Q,13.38,C,166,"1,651",24.97%,98.77%
"2,160","23,488",23.38%,96.41%,13.95,X,14.04,T,16 JUN 23,310,13.67,Q,13.80,X,446,"30,997",24.83%,96.59%
74,"1,633",23.24%,94.11%,13.38,X,13.49,B,16 JUN 23,311,14.11,Q,14.23,X,26,786,24.68%,94.40%
51,"1,320",23.12%,91.80%,12.87,T,12.92,T,16 JUN 23,312,14.55,Q,14.70,X,48,593,24.55%,92.20%
29,"10,697",22.94%,89.45%,12.29,X,12.37,X,16 JUN 23,313,15.01,X,15.16,Z,107,674,24.41%,89.99%
320,"1,379",22.78%,87.09%,11.74,Z,11.84,X,16 JUN 23,314,15.49,Q,15.63,Z,243,"1,441",24.27%,87.76%
527,"33,307",22.67%,84.75%,11.27,T,11.32,T,16 JUN 23,315,15.98,Q,16.12,Z,474,"13,944",24.14%,85.54%
55,"1,545",22.47%,82.35%,10.71,Z,10.81,X,16 JUN 23,316,16.41,N,16.64,W,483,"1,039",23.96%,83.28%
24,"1,310",22.39%,80.02%,10.27,T,10.33,C,16 JUN 23,317,16.93,N,17.16,Z,329,816,23.84%,81.05%
65,"1,363",22.24%,77.64%,9.79,T,9.84,C,16 JUN 23,318,17.46,N,17.69,Z,145,"3,276",23.71%,78.81%
22,"2,856",22.09%,75.26%,9.32,T,9.37,B,16 JUN 23,319,17.97,Z,18.24,Z,34,"1,753",23.56%,76.56%
901,"58,581",21.93%,72.86%,8.86,T,8.90,Q,16 JUN 23,320,18.57,N,18.80,Z,18,"12,122",23.48%,74.37%
44,"4,920",21.81%,70.50%,8.42,T,8.47,C,16 JUN 23,321,19.10,Z,19.38,Z,<empty>,"2,363",23.33%,72.12%
168,"1,614",21.67%,68.13%,7.99,T,8.04,W,16 JUN 23,322,19.69,Z,19.98,Z,<empty>,"2,302",23.23%,69.93%
105,"1,720",21.52%,65.76%,7.57,T,7.62,X,16 JUN 23,323,20.29,Z,20.58,Z,<empty>,"1,884",23.12%,67.73%
"5,076","6,127",21.39%,63.42%,7.17,T,7.22,W,16 JUN 23,324,20.92,W,21.21,Z,1,431,23.04%,65.59%
892,"29,779",21.24%,61.07%,6.78,T,6.82,X,16 JUN 23,325,21.55,W,21.84,Z,58,"6,528",22.93%,63.43%
158,"1,725",21.11%,58.77%,6.41,T,6.45,X,16 JUN 23,326,22.21,Z,22.49,Z,<empty>,70,22.85%,61.32%
8,970,20.98%,56.48%,6.05,T,6.09,W,16 JUN 23,327,22.90,Z,23.17,Z,<empty>,411,22.80%,59.29%
34,"1,759",20.85%,54.21%,5.70,T,5.74,B,16 JUN 23,328,23.57,Z,23.85,Z,<empty>,188,22.70%,57.21%
1,702,20.73%,51.98%,5.37,T,5.41,B,16 JUN 23,329,24.25,W,24.57,Z,<empty>,106,22.64%,55.20%
"11,186","21,795",20.60%,49.76%,5.05,T,5.08,D,16 JUN 23,330,24.96,Z,25.28,Z,1,"3,219",22.57%,53.21%
51,533,20.48%,47.60%,4.74,W,4.78,Q,16 JUN 23,331,25.72,N,26.02,Z,3,608,22.56%,51.36%
90,619,20.37%,45.48%,4.45,W,4.49,B,16 JUN 23,332,26.44,Z,26.77,Z,<empty>,235,22.49%,49.44%
85,"1,872",20.25%,43.39%,4.17,T,4.21,B,16 JUN 23,333,27.24,Z,27.54,Z,400,430,22.51%,47.71%
7,"1,078",20.14%,41.35%,3.91,T,3.94,X,16 JUN 23,334,27.98,Z,28.33,Z,<empty>,613,22.46%,45.89%
229,"57,239",20.02%,39.32%,3.65,I,3.68,Q,16 JUN 23,335,28.81,Z,29.12,Z,13,"7,313",22.49%,44.26%
4,257,19.92%,37.41%,3.41,I,3.45,B,16 JUN 23,336,29.59,W,29.94,Z,<empty>,330,22.47%,42.58%
13,800,19.81%,35.50%,3.18,I,3.22,X,16 JUN 23,337,30.44,X,30.77,Z,200,906,22.53%,41.08%
4,"1,390",19.72%,33.67%,2.97,T,3.00,X,16 JUN 23,338,31.26,Z,31.62,Z,<empty>,145,22.55%,39.57%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,135,26.74%,45.53%,36.76,Z,37.04,T,30 JUN 23,279,5.64,B,5.75,D,<empty>,302,29.28%,49.96%
200,"10,176",26.64%,46.96%,35.96,W,36.23,T,30 JUN 23,280,5.83,B,5.90,N,194,"8,327",29.10%,51.21%
<empty>,320,26.53%,48.41%,35.15,C,35.44,T,30 JUN 23,281,6.02,C,6.13,D,<empty>,473,28.99%,52.61%
<empty>,429,26.45%,49.93%,34.37,Z,34.65,T,30 JUN 23,282,6.22,C,6.33,I,<empty>,721,28.85%,53.98%
<empty>,527,26.35%,51.46%,33.59,Z,33.86,T,30 JUN 23,283,6.42,C,6.54,C,<empty>,176,28.71%,55.38%
<empty>,149,26.25%,53.03%,32.82,Z,33.08,T,30 JUN 23,284,6.64,C,6.75,C,150,176,28.58%,56.81%
2,753,26.14%,54.60%,32.04,Z,32.31,T,30 JUN 23,285,6.86,C,6.93,I,92,"3,155",28.40%,58.21%
2,297,26.04%,56.22%,31.28,W,31.54,T,30 JUN 23,286,7.08,C,7.18,I,10,451,28.28%,59.72%
<empty>,237,25.94%,57.86%,30.52,W,30.78,T,30 JUN 23,287,7.31,C,7.39,N,<empty>,937,28.12%,61.20%
<empty>,93,25.84%,59.54%,29.77,Z,30.03,T,30 JUN 23,288,7.55,C,7.64,X,22,254,28.00%,62.75%
<empty>,132,25.72%,61.23%,29.02,W,29.28,T,30 JUN 23,289,7.79,C,7.87,N,1,293,27.84%,64.30%
11,"5,217",25.60%,62.94%,28.28,Z,28.53,T,30 JUN 23,290,8.04,C,8.15,C,136,"2,632",27.73%,65.92%
<empty>,251,25.50%,64.71%,27.55,Z,27.80,T,30 JUN 23,291,8.29,C,8.40,X,<empty>,105,27.58%,67.52%
<empty>,375,25.37%,66.48%,26.81,Z,27.07,T,30 JUN 23,292,8.52,C,8.65,C,<empty>,"2,520",27.39%,69.11%
61,143,25.25%,68.28%,26.09,Z,26.34,T,30 JUN 23,293,8.79,C,8.92,C,2,305,27.25%,70.78%
1,230,25.14%,70.13%,25.38,Z,25.63,T,30 JUN 23,294,9.07,C,9.20,X,<empty>,348,27.11%,72.48%
4,"1,029",25.02%,72.01%,24.68,Z,24.92,T,30 JUN 23,295,9.35,B,9.51,D,217,"1,316",26.99%,74.23%
4,140,24.89%,73.90%,23.98,Z,24.21,T,30 JUN 23,296,9.65,C,9.80,I,3,314,26.85%,75.99%
4,185,24.76%,75.82%,23.28,Z,23.52,T,30 JUN 23,297,9.94,B,10.10,W,<empty>,543,26.70%,77.76%
<empty>,235,24.63%,77.77%,22.59,Z,22.83,T,30 JUN 23,298,10.24,Z,10.40,I,1,327,26.54%,79.55%
<empty>,187,24.51%,79.77%,21.92,T,22.15,T,30 JUN 23,299,10.60,B,10.73,W,<empty>,613,26.45%,81.43%
7,"1,655",24.39%,81.79%,21.26,T,21.48,T,30 JUN 23,300,10.92,X,11.04,X,375,"2,357",26.28%,83.28%
3,147,24.26%,83.84%,20.60,T,20.82,X,30 JUN 23,301,11.22,C,11.40,W,5,132,26.14%,85.16%
11,478,24.12%,85.92%,19.94,T,20.16,T,30 JUN 23,302,11.56,B,11.74,I,10,663,25.99%,87.07%
<empty>,259,23.99%,88.02%,19.30,T,19.51,T,30 JUN 23,303,11.90,B,12.10,I,20,219,25.84%,89.01%
<empty>,294,23.86%,90.17%,18.68,T,18.87,T,30 JUN 23,304,12.26,B,12.45,D,3,573,25.69%,90.98%
30,"5,936",23.68%,92.32%,18.05,T,18.19,T,30 JUN 23,305,12.63,I,12.82,D,185,"1,624",25.55%,92.97%
83,56,23.56%,94.53%,17.44,T,17.58,T,30 JUN 23,306,13.01,B,13.21,X,14,75,25.42%,94.99%
1,297,23.42%,96.76%,16.83,T,16.97,T,30 JUN 23,307,13.44,B,13.61,W,3,157,25.32%,97.04%
5,415,23.29%,99.02%,16.23,T,16.37,T,30 JUN 23,308,13.82,C,14.00,W,6,276,25.16%,99.10%
80,207,23.13%,98.79%,15.62,B,15.77,X,30 JUN 23,309,14.23,C,14.41,D,2,151,25.02%,98.87%
4,"1,704",22.99%,96.66%,15.04,Z,15.19,X,30 JUN 23,310,14.63,X,14.84,X,112,"1,599",24.87%,96.87%
<empty>,98,22.85%,94.51%,14.47,W,14.62,X,30 JUN 23,311,15.10,D,15.27,C,108,310,24.76%,94.86%
8,675,22.71%,92.34%,13.91,B,14.06,X,30 JUN 23,312,15.54,X,15.72,Z,6,418,24.63%,92.84%
32,374,22.60%,90.18%,13.40,T,13.51,X,30 JUN 23,313,16.00,D,16.17,C,<empty>,82,24.49%,90.81%
1,439,22.43%,87.97%,12.82,X,12.97,X,30 JUN 23,314,16.40,Z,16.65,W,2,99,24.32%,88.75%
40,"7,565",22.34%,85.80%,12.35,T,12.45,D,30 JUN 23,315,16.87,W,17.13,W,8,"1,205",24.18%,86.71%
9,464,22.20%,83.60%,11.84,T,11.93,X,30 JUN 23,316,17.36,W,17.62,W,<empty>,116,24.05%,84.65%
3,352,22.07%,81.38%,11.34,T,11.42,T,30 JUN 23,317,17.86,Z,18.13,C,<empty>,135,23.93%,82.60%
<empty>,296,21.92%,79.16%,10.84,T,10.93,T,30 JUN 23,318,18.37,Z,18.64,Z,<empty>,187,23.79%,80.53%
<empty>,310,21.80%,76.95%,10.37,T,10.45,X,30 JUN 23,319,18.90,Z,19.18,Z,<empty>,162,23.68%,78.48%
20,"1,892",21.66%,74.73%,9.90,B,9.98,T,30 JUN 23,320,19.44,Z,19.72,Z,18,"1,139",23.55%,76.43%
1,107,21.53%,72.51%,9.44,T,9.53,X,30 JUN 23,321,20.00,W,20.28,X,<empty>,122,23.44%,74.38%
2,118,21.35%,70.24%,8.94,X,9.09,X,30 JUN 23,322,20.57,W,20.85,Z,<empty>,93,23.33%,72.34%
1,24,21.23%,68.04%,8.52,Z,8.66,X,30 JUN 23,323,21.15,W,21.44,Z,<empty>,603,23.22%,70.32%
<empty>,361,21.14%,65.89%,8.16,B,8.24,X,30 JUN 23,324,21.75,W,22.04,Z,2,304,23.12%,68.30%
20,871,21.01%,63.69%,7.75,T,7.83,C,30 JUN 23,325,22.36,W,22.65,Z,8,"1,609",23.02%,66.29%
2,158,20.84%,61.45%,7.31,W,7.44,X,30 JUN 23,326,22.98,Z,23.28,Z,<empty>,116,22.91%,64.30%
12,58,20.72%,59.29%,6.93,W,7.06,X,30 JUN 23,327,23.63,W,23.93,Z,<empty>,111,22.84%,62.36%
13,140,20.65%,57.23%,6.62,B,6.70,C,30 JUN 23,328,24.28,Z,24.60,X,<empty>,264,22.75%,60.42%
1,140,20.53%,55.10%,6.27,B,6.34,X,30 JUN 23,329,24.95,Z,25.27,Z,<empty>,177,22.67%,58.50%
"6,049","2,500",20.41%,53.01%,5.93,B,6.00,C,30 JUN 23,330,25.64,W,25.96,Z,4,486,22.60%,56.63%
11,124,20.31%,50.96%,5.61,T,5.68,I,30 JUN 23,331,26.34,Z,26.67,Z,<empty>,771,22.54%,54.79%
<empty>,155,20.18%,48.91%,5.29,B,5.36,C,30 JUN 23,332,27.06,W,27.38,Z,<empty>,398,22.47%,52.97%
2,127,20.08%,46.91%,4.99,B,5.06,C,30 JUN 23,333,27.79,W,28.12,Z,<empty>,990,22.43%,51.20%
<empty>,510,19.93%,44.85%,4.66,W,4.77,C,30 JUN 23,334,28.54,W,28.88,Z,4,"1,602",22.40%,49.50%
111,"8,932",19.87%,43.00%,4.43,T,4.49,D,30 JUN 23,335,29.30,W,29.64,Z,2,522,22.36%,47.80%
8,77,19.77%,41.13%,4.17,T,4.23,C,30 JUN 23,336,30.08,W,30.43,Z,<empty>,110,22.35%,46.19%
<empty>,499,19.68%,39.29%,3.92,T,3.98,C,30 JUN 23,337,30.87,W,31.22,Z,4,121,22.33%,44.60%
<empty>,214,19.59%,37.49%,3.68,T,3.74,D,30 JUN 23,338,31.67,Z,32.03,Z,<empty>,2,22.33%,43.06%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,3,29.24%,24.63%,58.77,Z,59.14,W,21 JUL 23,255,3.31,C,3.39,C,379,312,32.46%,30.15%
<empty>,13,28.86%,29.08%,54.39,Z,54.75,W,21 JUL 23,260,3.86,B,3.92,T,12,"10,230",31.71%,34.14%
<empty>,22,28.48%,34.10%,50.11,Z,50.47,Z,21 JUL 23,265,4.49,C,4.56,T,17,"33,610",31.01%,38.63%
<empty>,17,28.03%,39.53%,45.95,B,46.23,T,21 JUL 23,270,5.22,C,5.36,Z,17,"2,525",30.39%,43.74%
13,38,27.55%,45.50%,41.87,P,42.13,T,21 JUL 23,275,6.07,T,6.22,W,79,"5,234",29.74%,49.28%
16,71,27.04%,51.98%,37.88,T,38.16,T,21 JUL 23,280,7.01,Z,7.19,W,254,"5,422",29.05%,55.29%
4,55,26.52%,59.07%,34.06,N,34.30,T,21 JUL 23,285,8.10,Z,8.21,T,19,"1,286",28.31%,61.75%
<empty>,5,26.41%,60.56%,33.31,T,33.55,T,21 JUL 23,286,8.34,T,8.45,T,7,190,28.18%,63.15%
<empty>,15,26.30%,62.05%,32.56,T,32.80,T,21 JUL 23,287,8.57,X,8.69,T,9,253,28.04%,64.54%
<empty>,3,26.18%,63.57%,31.82,T,32.05,T,21 JUL 23,288,8.82,X,8.94,T,5,"3,657",27.91%,65.97%
<empty>,10,26.07%,65.12%,31.08,N,31.32,T,21 JUL 23,289,9.07,X,9.19,T,23,289,27.77%,67.42%
7,247,25.94%,66.69%,30.35,N,30.58,T,21 JUL 23,290,9.37,C,9.45,T,46,"1,702",27.67%,68.93%
<empty>,125,25.80%,68.25%,29.59,Z,29.86,T,21 JUL 23,291,9.63,C,9.79,C,10,86,27.59%,70.49%
5,170,25.71%,69.91%,28.91,T,29.14,T,21 JUL 23,292,9.86,X,9.99,T,30,273,27.36%,71.89%
<empty>,23,25.58%,71.54%,28.19,P,28.42,B,21 JUL 23,293,10.14,X,10.27,T,46,441,27.23%,73.43%
<empty>,154,25.46%,73.21%,27.49,T,27.71,T,21 JUL 23,294,10.44,N,10.55,T,5,63,27.10%,75.00%
<empty>,205,25.32%,74.87%,26.76,W,27.01,T,21 JUL 23,295,10.72,Z,10.84,T,49,"1,298",26.96%,76.58%
<empty>,353,25.21%,76.60%,26.09,T,26.31,T,21 JUL 23,296,11.05,C,11.14,T,<empty>,184,26.85%,78.21%
<empty>,138,25.06%,78.32%,25.38,W,25.62,T,21 JUL 23,297,11.32,W,11.45,T,1,72,26.68%,79.81%
1,77,24.94%,80.09%,24.70,Z,24.94,T,21 JUL 23,298,11.63,X,11.76,T,35,92,26.54%,81.46%
<empty>,356,24.82%,81.89%,24.05,T,24.26,T,21 JUL 23,299,11.95,W,12.08,T,42,85,26.41%,83.13%
1,"4,930",24.71%,83.71%,23.39,T,23.60,T,21 JUL 23,300,12.31,B,12.41,T,128,"7,797",26.30%,84.85%
<empty>,23,24.58%,85.55%,22.73,T,22.94,T,21 JUL 23,301,12.65,C,12.74,T,<empty>,142,26.16%,86.56%
<empty>,40,24.43%,87.41%,22.07,T,22.28,T,21 JUL 23,302,12.95,X,13.09,T,61,146,25.99%,88.29%
4,46,24.31%,89.30%,21.43,T,21.64,T,21 JUL 23,303,13.34,C,13.44,T,4,152,25.89%,90.06%
5,95,24.17%,91.22%,20.79,T,21.00,T,21 JUL 23,304,13.66,W,13.80,T,3,97,25.72%,91.83%
13,"3,824",24.05%,93.16%,20.17,T,20.37,T,21 JUL 23,305,14.07,B,14.26,Z,"1,036",577,25.68%,93.67%
4,58,23.91%,95.12%,19.54,T,19.75,B,21 JUL 23,306,14.40,X,14.64,Z,63,209,25.51%,95.48%
141,55,23.77%,97.11%,18.93,T,19.13,B,21 JUL 23,307,14.83,D,15.03,X,6,428,25.41%,97.33%
106,61,23.65%,99.13%,18.33,T,18.53,B,21 JUL 23,308,15.22,D,15.42,Z,11,458,25.27%,99.19%
135,156,23.50%,98.93%,17.73,B,17.93,B,21 JUL 23,309,15.59,W,15.83,W,25,92,25.12%,98.98%
43,"9,742",23.35%,97.03%,17.17,T,17.29,T,21 JUL 23,310,16.04,D,16.25,X,132,"2,245",25.01%,97.19%
44,160,23.18%,95.11%,16.54,X,16.71,T,21 JUL 23,311,16.46,X,16.67,X,9,395,24.87%,95.38%
96,48,23.09%,93.20%,16.03,B,16.15,T,21 JUL 23,312,16.90,D,17.11,W,50,184,24.75%,93.57%
4,99,22.96%,91.27%,15.47,B,15.59,T,21 JUL 23,313,17.34,X,17.55,Z,<empty>,58,24.61%,91.75%
1,62,22.83%,89.33%,14.93,T,15.04,T,21 JUL 23,314,17.80,D,18.01,X,<empty>,43,24.49%,89.92%
110,567,22.69%,87.38%,14.38,C,14.50,C,21 JUL 23,315,18.22,W,18.48,Z,7,"10,189",24.33%,88.08%
<empty>,41,22.56%,85.42%,13.86,T,13.97,C,21 JUL 23,316,18.69,W,18.96,Z,2,24,24.21%,86.23%
<empty>,346,22.43%,83.45%,13.34,C,13.45,C,21 JUL 23,317,19.18,W,19.45,Z,<empty>,12,24.08%,84.39%
17,265,22.30%,81.49%,12.84,B,12.94,C,21 JUL 23,318,19.68,Z,19.95,Z,<empty>,30,23.96%,82.54%
22,336,22.17%,79.51%,12.34,B,12.44,C,21 JUL 23,319,20.19,W,20.46,Z,<empty>,9,23.84%,80.69%
15,846,22.03%,77.52%,11.85,B,11.95,C,21 JUL 23,320,20.71,Z,20.99,Z,102,103,23.72%,78.84%
<empty>,237,21.90%,75.54%,11.38,T,11.47,C,21 JUL 23,321,21.25,W,21.53,Z,9,113,23.61%,77.00%
2,162,21.78%,73.56%,10.91,C,11.01,C,21 JUL 23,322,21.79,Z,22.08,Z,<empty>,256,23.50%,75.15%
<empty>,383,21.64%,71.57%,10.45,B,10.55,C,21 JUL 23,323,22.35,Z,22.64,X,<empty>,226,23.38%,73.31%
3,28,21.52%,69.60%,10.01,C,10.11,C,21 JUL 23,324,22.93,W,23.22,Z,2,177,23.29%,71.49%
8,"4,033",21.40%,67.63%,9.58,B,9.68,C,21 JUL 23,325,23.51,Z,23.81,Z,<empty>,387,23.18%,69.66%
5,403,21.27%,65.66%,9.16,C,9.25,C,21 JUL 23,326,24.11,W,24.41,Z,<empty>,172,23.08%,67.85%
<empty>,971,21.15%,63.71%,8.75,C,8.85,C,21 JUL 23,327,24.72,Z,25.03,Z,<empty>,489,22.99%,66.05%
<empty>,886,21.03%,61.77%,8.36,B,8.45,C,21 JUL 23,328,25.35,W,25.65,Z,<empty>,268,22.89%,64.26%
<empty>,613,20.92%,59.83%,7.98,B,8.06,C,21 JUL 23,329,25.98,Z,26.29,Z,<empty>,195,22.79%,62.48%
72,"4,948",20.80%,57.91%,7.60,W,7.69,C,21 JUL 23,330,26.64,Z,26.96,Z,1,291,22.73%,60.75%
<empty>,261,20.68%,56.00%,7.24,B,7.32,C,21 JUL 23,331,27.30,Z,27.63,Z,<empty>,260,22.64%,59.01%
<empty>,270,20.56%,54.09%,6.88,C,6.97,C,21 JUL 23,332,27.98,Z,28.31,Z,<empty>,120,22.56%,57.30%
<empty>,436,20.46%,52.25%,6.55,C,6.64,C,21 JUL 23,333,28.68,W,29.00,Z,1,138,22.49%,55.62%
1,609,20.35%,50.40%,6.22,C,6.31,C,21 JUL 23,334,29.39,Z,29.73,X,<empty>,"1,021",22.45%,53.99%
1,377,20.25%,48.60%,5.92,T,5.99,C,21 JUL 23,335,30.11,Z,30.45,Z,3,143,22.38%,52.36%
<empty>,28,20.13%,46.79%,5.60,C,5.69,C,21 JUL 23,336,30.85,W,31.18,Z,<empty>,35,22.33%,50.76%
1,161,20.04%,45.03%,5.31,C,5.40,C,21 JUL 23,337,31.60,Z,31.95,Z,<empty>,2,22.30%,49.23%
<empty>,32,19.95%,43.31%,5.04,W,5.12,C,21 JUL 23,338,32.36,Z,32.72,Z,<empty>,0,22.26%,47.71%
Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch
<empty>,0,30.25%,31.71%,60.84,W,61.21,Z,18 AUG 23,255,4.46,B,4.54,B,26,"1,309",32.37%,35.39%
<empty>,50,29.79%,36.09%,56.58,W,56.95,Z,18 AUG 23,260,5.10,T,5.23,T,109,"3,525",31.74%,39.51%
1,5,29.28%,40.80%,52.40,Z,52.76,Z,18 AUG 23,265,5.83,T,5.96,T,1,"1,417",31.07%,43.92%
<empty>,43,28.76%,45.91%,48.33,Z,48.64,T,18 AUG 23,270,6.65,N,6.80,T,57,"6,568",30.44%,48.76%
2,9,28.25%,51.48%,44.35,W,44.66,T,18 AUG 23,275,7.58,Z,7.75,T,2,"7,769",29.81%,54.02%
3,21,27.72%,57.45%,40.48,T,40.77,T,18 AUG 23,280,8.62,X,8.82,Q,103,"15,517",29.19%,59.69%
<empty>,28,27.17%,63.86%,36.72,T,37.01,T,18 AUG 23,285,9.79,X,10.01,C,21,486,28.58%,65.79%
<empty>,3,27.06%,65.20%,35.99,T,36.27,T,18 AUG 23,286,10.04,X,10.26,W,1,104,28.46%,67.06%
<empty>,8,26.94%,66.55%,35.26,T,35.53,T,18 AUG 23,287,10.30,W,10.51,Z,1,82,28.33%,68.34%
1,9,26.82%,67.90%,34.52,W,34.80,T,18 AUG 23,288,10.55,X,10.77,Z,2,66,28.20%,69.63%
<empty>,5,26.71%,69.30%,33.81,T,34.07,T,18 AUG 23,289,10.82,Z,10.97,B,14,257,28.02%,70.90%
<empty>,699,26.60%,70.72%,33.10,T,33.36,T,18 AUG 23,290,11.09,X,11.31,W,41,"4,791",27.95%,72.29%
<empty>,16,26.46%,72.12%,32.37,T,32.64,T,18 AUG 23,291,11.36,X,11.59,W,9,76,27.82%,73.64%
1,77,26.34%,73.56%,31.66,W,31.93,T,18 AUG 23,292,11.65,X,11.87,W,9,147,27.69%,75.01%
<empty>,18,26.23%,75.02%,30.96,T,31.23,T,18 AUG 23,293,11.93,X,12.16,W,20,317,27.56%,76.39%
<empty>,15,26.10%,76.50%,30.26,Z,30.53,T,18 AUG 23,294,12.23,X,12.45,W,45,256,27.43%,77.80%
<empty>,128,25.99%,78.01%,29.59,T,29.84,T,18 AUG 23,295,12.53,Z,12.76,W,20,922,27.31%,79.23%
<empty>,22,25.87%,79.53%,28.91,T,29.15,T,18 AUG 23,296,12.83,X,13.06,W,2,59,27.17%,80.66%
1,16,25.75%,81.06%,28.23,T,28.47,T,18 AUG 23,297,13.15,B,13.38,X,<empty>,129,27.05%,82.12%
<empty>,194,25.63%,82.62%,27.56,T,27.80,T,18 AUG 23,298,13.46,X,13.70,Z,<empty>,138,26.92%,83.59%
<empty>,24,25.50%,84.19%,26.89,T,27.13,T,18 AUG 23,299,13.79,W,14.02,Z,<empty>,56,26.79%,85.08%
2,247,25.37%,85.78%,26.23,T,26.46,T,18 AUG 23,300,14.12,X,14.35,W,199,"10,765",26.66%,86.59%
<empty>,70,25.25%,87.40%,25.58,T,25.81,T,18 AUG 23,301,14.46,X,14.70,Z,5,45,26.54%,88.12%
<empty>,18,25.12%,89.03%,24.93,T,25.16,T,18 AUG 23,302,14.81,Z,15.04,W,<empty>,179,26.40%,89.66%
<empty>,46,24.99%,90.68%,24.29,T,24.51,T,18 AUG 23,303,15.16,Z,15.40,W,<empty>,156,26.28%,91.22%
<empty>,13,24.86%,92.35%,23.65,T,23.88,T,18 AUG 23,304,15.52,Z,15.76,W,1,121,26.15%,92.80%
<empty>,216,24.73%,94.04%,23.02,T,23.25,T,18 AUG 23,305,15.89,Z,16.14,X,36,"12,172",26.03%,94.40%
8,"1,911",24.61%,95.76%,22.40,T,22.63,T,18 AUG 23,306,16.26,W,16.51,Z,5,174,25.89%,96.01%
<empty>,177,24.47%,97.49%,21.78,T,22.01,T,18 AUG 23,307,16.64,X,16.89,Z,32,130,25.76%,97.64%
1,13,24.34%,99.24%,21.18,T,21.40,B,18 AUG 23,308,17.04,Z,17.29,Z,<empty>,553,25.64%,99.29%
35,63,24.21%,99.06%,20.57,T,20.80,B,18 AUG 23,309,17.43,X,17.69,Z,7,47,25.51%,99.10%
51,"5,223",24.09%,97.41%,19.99,T,20.21,B,18 AUG 23,310,17.84,W,18.10,Z,24,"11,038",25.38%,97.52%
15,191,23.90%,95.75%,19.38,W,19.57,T,18 AUG 23,311,18.25,X,18.52,Z,1,30,25.25%,95.92%
16,118,23.77%,94.07%,18.80,X,18.99,T,18 AUG 23,312,18.68,W,18.94,Z,1,430,25.13%,94.32%
43,238,23.64%,92.39%,18.23,X,18.42,T,18 AUG 23,313,19.11,X,19.37,Z,1,131,25.00%,92.72%
202,65,23.52%,90.70%,17.67,X,17.87,T,18 AUG 23,314,19.56,W,19.83,X,2,38,24.89%,91.11%
"2,006",204,23.38%,89.00%,17.12,W,17.31,B,18 AUG 23,315,20.01,Z,20.28,Z,2,"10,354",24.76%,89.49%
35,10,23.26%,87.30%,16.58,W,16.77,B,18 AUG 23,316,20.47,W,20.75,Z,<empty>,543,24.64%,87.87%
58,12,23.17%,85.61%,16.11,T,16.23,T,18 AUG 23,317,20.94,W,21.22,Z,<empty>,18,24.52%,86.24%
18,27,23.00%,83.87%,15.51,X,15.71,T,18 AUG 23,318,21.42,Z,21.71,Z,<empty>,15,24.40%,84.61%
<empty>,51,22.87%,82.15%,14.99,X,15.19,C,18 AUG 23,319,21.91,X,22.20,Z,2,21,24.28%,82.98%
84,143,22.74%,80.42%,14.49,X,14.68,C,18 AUG 23,320,22.42,W,22.70,Z,17,511,24.16%,81.35%
47,68,22.62%,78.70%,14.00,T,14.18,C,18 AUG 23,321,22.93,Z,23.22,Z,<empty>,148,24.05%,79.71%
32,80,22.49%,76.96%,13.50,X,13.69,C,18 AUG 23,322,23.45,Z,23.74,Z,<empty>,187,23.93%,78.07%
<empty>,19,22.41%,75.26%,13.09,T,13.20,C,18 AUG 23,323,23.98,Z,24.28,X,<empty>,97,23.82%,76.44%
17,5,22.28%,73.53%,12.62,T,12.73,C,18 AUG 23,324,24.53,W,24.83,Z,<empty>,197,23.72%,74.82%
