Stock quote and option quote for SPY on 3/28/23 22:19:09

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
395.60,P,-.89,397.60, ,397.76, ,"3,000 x 5,000","62,871,680",395.77,396.49,393.69

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,1.52%,72.72,1.506,Q,3/17/23,461.195,348.11,"856,432,000",1

28 MAR 23  (-1)  100

29 MAR 23  (0)  100 (Weeklys)

30 MAR 23  (1)  100

31 MAR 23  (2)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,"1,263","4,078",18.42%,98.19%,12.15,P,12.19,N,19 MAY 23,397,10.56,P,10.60,N,689,"6,810",19.70%,98.32%,,
,,"1,458","6,722",18.27%,98.88%,11.55,P,11.59,N,19 MAY 23,398,10.97,Q,11.01,N,705,"5,597",19.57%,98.94%,,
,,998,"6,585",18.12%,96.05%,10.97,P,11.00,T,19 MAY 23,399,11.40,Z,11.44,N,738,"4,295",19.44%,96.28%,,
,,"1,765","33,117",17.98%,93.18%,10.40,P,10.43,T,19 MAY 23,400,11.84,Z,11.88,N,"6,105","53,153",19.30%,93.60%,,
,,"1,776","15,048",17.82%,90.28%,9.84,P,9.87,N,19 MAY 23,401,12.29,T,12.33,N,449,"9,193",19.17%,90.88%,,
,,"1,513","11,239",17.67%,87.35%,9.30,P,9.33,N,19 MAY 23,402,12.76,P,12.80,N,929,"13,318",19.04%,88.15%,,
,,"2,024","12,061",17.53%,84.40%,8.78,T,8.81,Z,19 MAY 23,403,13.25,T,13.29,N,581,"8,646",18.92%,85.41%,,
,,"1,878","9,822",17.38%,81.42%,8.27,Z,8.30,Z,19 MAY 23,404,13.76,T,13.80,T,705,"11,687",18.81%,82.67%,,
,,"1,417","16,212",17.23%,78.42%,7.77,P,7.80,N,19 MAY 23,405,14.28,T,14.32,P,"2,065","19,070",18.69%,79.91%,,
,,"1,472","9,556",17.08%,75.41%,7.29,Q,7.32,N,19 MAY 23,406,14.82,T,14.86,P,"2,385","8,039",18.57%,77.15%,,
,,"1,141","4,508",16.93%,72.40%,6.83,Q,6.86,N,19 MAY 23,407,15.27,X,15.57,X,612,"6,148",18.50%,74.45%,,
,,"1,198","3,541",16.80%,69.39%,6.39,E,6.42,N,19 MAY 23,408,15.85,X,16.16,X,4,"3,784",18.42%,71.74%,,
,,"1,012","3,653",16.65%,66.37%,5.96,P,5.99,N,19 MAY 23,409,16.44,X,16.77,T,11,"3,588",18.33%,69.05%,,
,,"2,850","15,563",16.51%,63.37%,5.55,P,5.58,N,19 MAY 23,410,17.06,X,17.40,T,193,"15,743",18.26%,66.40%,,
,,"1,756","1,812",16.37%,60.39%,5.16,I,5.19,N,19 MAY 23,411,17.69,X,18.04,X,184,"3,428",18.18%,63.76%,,
,,"2,315","3,392",16.24%,57.45%,4.79,N,4.82,Z,19 MAY 23,412,18.35,X,18.71,X,9,829,18.13%,61.20%,,
,,"1,015","4,035",16.10%,54.51%,4.43,I,4.46,Z,19 MAY 23,413,19.03,X,19.41,X,40,"5,316",18.10%,58.71%,,
,,844,"4,226",15.96%,51.62%,4.09,I,4.12,N,19 MAY 23,414,19.72,X,20.12,X,1,"3,024",18.06%,56.25%,,
,,"1,647","23,292",15.84%,48.78%,3.77,I,3.80,N,19 MAY 23,415,20.44,X,20.85,X,16,"12,289",18.04%,53.88%,,
,,627,"4,610",15.71%,45.99%,3.47,I,3.49,N,19 MAY 23,416,21.18,X,21.61,X,5,"4,049",18.05%,51.62%,,
,,753,"3,024",15.59%,43.27%,3.18,I,3.21,Z,19 MAY 23,417,21.94,X,22.38,X,<empty>,"1,546",18.06%,49.42%,,
,,106,"6,692",15.47%,40.64%,2.92,I,2.94,N,19 MAY 23,418,22.72,X,23.18,X,3,"1,058",18.10%,47.35%,,
,,510,"6,948",15.35%,38.04%,2.66,I,2.69,Z,19 MAY 23,419,23.52,X,24.01,X,12,"3,482",18.18%,45.41%,,
,,"2,339","22,631",15.27%,35.64%,2.45,D,2.46,W,19 MAY 23,420,24.35,X,24.85,X,87,"12,258",18.27%,43.59%,,
,,686,"2,382",15.15%,33.19%,2.22,N,2.24,T,19 MAY 23,421,25.19,X,25.72,X,<empty>,"3,136",18.39%,41.88%,,
,,366,"1,795",15.06%,30.91%,2.02,N,2.04,N,19 MAY 23,422,26.06,X,26.60,X,<empty>,"1,970",18.54%,40.32%,,

16 JUN 23  (79)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,2,"10,462",22.36%,53.57%,32.83,X,33.23,X,16 JUN 23,373,6.43,I,6.46,P,532,"10,177",23.27%,55.33%,,
,,<empty>,"6,160",22.31%,55.19%,32.13,I,32.43,X,16 JUN 23,374,6.64,P,6.66,N,366,"8,705",23.15%,56.77%,,
,,12,"7,483",22.19%,56.71%,31.35,I,31.64,X,16 JUN 23,375,6.85,I,6.88,P,"1,009","38,438",23.03%,58.26%,,
,,<empty>,"5,673",22.03%,58.17%,30.53,I,30.85,X,16 JUN 23,376,7.07,N,7.10,P,414,"7,502",22.91%,59.77%,,
,,2,"4,439",21.93%,59.79%,29.79,I,30.07,X,16 JUN 23,377,7.29,P,7.32,N,498,"3,672",22.78%,61.29%,,
,,7,"3,637",21.80%,61.39%,29.02,I,29.30,X,16 JUN 23,378,7.52,I,7.55,N,846,"6,676",22.65%,62.86%,,
,,1,"2,383",21.68%,63.02%,28.26,I,28.53,X,16 JUN 23,379,7.76,T,7.79,N,"1,807","6,013",22.54%,64.47%,,
,,35,"12,986",21.47%,64.56%,27.42,X,27.76,X,16 JUN 23,380,8.00,P,8.03,N,"9,694","73,215",22.41%,66.09%,,
,,14,"6,710",21.41%,66.38%,26.75,I,27.01,X,16 JUN 23,381,8.25,N,8.28,N,951,"11,861",22.28%,67.75%,,
,,<empty>,"2,333",21.27%,68.10%,26.01,I,26.25,X,16 JUN 23,382,8.51,T,8.54,N,579,"5,830",22.16%,69.45%,,
,,<empty>,"7,149",21.08%,69.78%,25.19,X,25.51,X,16 JUN 23,383,8.77,P,8.80,N,829,"2,793",22.03%,71.16%,,
,,1,"6,909",20.94%,71.59%,24.46,X,24.77,X,16 JUN 23,384,9.04,T,9.07,N,916,"4,189",21.90%,72.91%,,
,,4,"7,301",20.80%,73.43%,23.73,X,24.04,X,16 JUN 23,385,9.31,E,9.34,N,"1,814","43,936",21.76%,74.68%,,
,,<empty>,"3,369",20.65%,75.30%,23.01,X,23.31,X,16 JUN 23,386,9.59,P,9.63,N,"1,022","11,013",21.63%,76.50%,,
,,1,"2,865",20.53%,77.23%,22.31,T,22.60,X,16 JUN 23,387,9.89,T,9.92,N,"1,140","6,669",21.50%,78.36%,,
,,<empty>,"4,505",20.39%,79.19%,21.61,Z,21.89,X,16 JUN 23,388,10.18,P,10.22,N,"1,161","10,918",21.36%,80.23%,,
,,2,"6,042",20.24%,81.18%,20.91,T,21.19,X,16 JUN 23,389,10.49,T,10.52,N,"1,676","9,941",21.23%,82.14%,,
,,"1,618","23,156",20.09%,83.21%,20.22,T,20.49,X,16 JUN 23,390,10.80,P,10.84,N,"3,264","75,694",21.09%,84.09%,,
,,602,"13,235",19.97%,85.30%,19.57,I,19.80,X,16 JUN 23,391,11.12,Q,11.16,N,998,"8,236",20.95%,86.07%,,
,,8,"11,164",19.81%,87.41%,18.90,I,19.11,Q,16 JUN 23,392,11.45,N,11.49,N,"2,594","10,108",20.81%,88.09%,,
,,4,"10,176",19.64%,89.55%,18.22,M,18.42,P,16 JUN 23,393,11.79,Q,11.83,N,987,"8,239",20.68%,90.13%,,
,,145,"10,580",19.52%,91.76%,17.57,I,17.79,X,16 JUN 23,394,12.14,T,12.18,N,871,"8,707",20.54%,92.22%,,
,,"1,018","21,693",19.36%,93.99%,17.00,Z,17.05,P,16 JUN 23,395,12.50,N,12.54,N,"2,704","31,551",20.40%,94.34%,,
,,497,"8,561",19.21%,96.27%,16.36,Z,16.41,P,16 JUN 23,396,12.87,Z,12.90,N,855,"8,969",20.26%,96.49%,,
,,"2,180","8,194",19.05%,98.59%,15.72,P,15.77,P,16 JUN 23,397,13.25,Z,13.28,Z,357,"4,731",20.12%,98.67%,,
,,"2,077","10,272",18.88%,99.13%,15.09,P,15.14,P,16 JUN 23,398,13.63,P,13.67,P,"1,176","10,983",19.98%,99.17%,,
,,"1,958","6,089",18.74%,96.94%,14.49,E,14.54,P,16 JUN 23,399,14.03,T,14.07,P,244,"4,015",19.84%,97.08%,,
,,"3,635","28,433",18.59%,94.72%,13.89,P,13.94,P,16 JUN 23,400,14.45,P,14.48,N,"7,380","78,096",19.71%,94.97%,,
,,174,"4,759",18.44%,92.47%,13.30,P,13.35,P,16 JUN 23,401,14.87,P,14.91,P,"1,145","3,016",19.58%,92.84%,,
,,572,"5,648",18.28%,90.20%,12.72,P,12.77,P,16 JUN 23,402,15.30,T,15.34,P,680,"4,885",19.43%,90.69%,,
,,470,"7,340",18.12%,87.90%,12.15,P,12.20,P,16 JUN 23,403,15.75,T,15.79,P,194,"8,202",19.30%,88.53%,,
,,139,"6,349",17.98%,85.58%,11.60,P,11.65,P,16 JUN 23,404,16.22,P,16.25,N,359,"2,993",19.18%,86.36%,,
,,339,"20,030",17.83%,83.25%,11.06,P,11.11,P,16 JUN 23,405,16.69,P,16.73,P,292,"38,658",19.05%,84.17%,,
,,328,"3,965",17.69%,80.89%,10.54,Z,10.58,P,16 JUN 23,406,17.18,Z,17.22,P,229,"2,867",18.92%,81.97%,,
,,428,"8,063",17.52%,78.51%,10.01,P,10.06,P,16 JUN 23,407,17.56,X,17.86,Z,<empty>,"1,800",18.81%,79.77%,,
,,"1,008","7,761",17.38%,76.13%,9.51,N,9.56,N,16 JUN 23,408,18.08,X,18.38,T,4,"2,757",18.69%,77.56%,,
,,"1,077","4,062",17.24%,73.73%,9.03,N,9.07,W,16 JUN 23,409,18.61,X,18.92,T,24,"3,640",18.58%,75.36%,,
,,782,"37,874",17.09%,71.33%,8.56,Z,8.59,Z,16 JUN 23,410,19.15,X,19.49,X,200,"30,373",18.47%,73.16%,,
,,542,"5,542",16.94%,68.91%,8.09,P,8.13,N,16 JUN 23,411,19.72,X,20.06,X,<empty>,"2,485",18.37%,70.97%,,
,,208,"4,483",16.81%,66.51%,7.65,N,7.69,N,16 JUN 23,412,20.30,X,20.65,X,65,"2,119",18.27%,68.78%,,
,,52,"2,720",16.67%,64.11%,7.22,Z,7.26,N,16 JUN 23,413,20.89,X,21.26,X,<empty>,"1,582",18.17%,66.61%,,
,,397,"2,180",16.54%,61.72%,6.81,N,6.85,T,16 JUN 23,414,21.50,X,21.89,X,<empty>,"3,136",18.09%,64.46%,,
,,"3,136","16,548",16.40%,59.32%,6.41,T,6.44,N,16 JUN 23,415,22.13,X,22.53,X,25,"9,875",18.00%,62.33%,,
,,"1,227","3,636",16.28%,56.96%,6.03,N,6.06,Z,16 JUN 23,416,22.78,X,23.19,X,300,"2,161",17.93%,60.24%,,
,,723,"5,665",16.16%,54.62%,5.66,N,5.70,N,16 JUN 23,417,23.45,X,23.87,X,<empty>,"2,213",17.87%,58.19%,,
,,"1,142","3,046",16.03%,52.29%,5.31,I,5.34,Z,16 JUN 23,418,24.13,X,24.57,X,<empty>,"1,253",17.82%,56.17%,,
,,"1,841","4,901",15.91%,49.99%,4.97,N,5.00,N,16 JUN 23,419,24.83,X,25.30,X,<empty>,"1,067",17.78%,54.21%,,
,,579,"74,351",15.79%,47.73%,4.65,Q,4.68,N,16 JUN 23,420,25.55,X,26.03,X,13,"59,096",17.74%,52.28%,,
,,68,"2,522",15.68%,45.52%,4.34,I,4.38,N,16 JUN 23,421,26.29,X,26.79,X,1,"2,386",17.73%,50.44%,,
,,120,"10,000",15.58%,43.34%,4.05,I,4.09,N,16 JUN 23,422,27.05,X,27.57,X,<empty>,"2,093",17.72%,48.66%,,

30 JUN 23  (93)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,48,21.48%,55.00%,33.64,X,34.11,X,30 JUN 23,373,7.34,Z,7.40,Z,20,241,23.12%,58.15%,,
,,<empty>,51,21.38%,56.47%,32.86,X,33.33,X,30 JUN 23,374,7.56,Z,7.62,Z,94,583,23.01%,59.55%,,
,,<empty>,217,21.28%,57.97%,32.09,X,32.55,X,30 JUN 23,375,7.78,Z,7.84,N,121,"19,426",22.90%,60.95%,,
,,<empty>,104,21.16%,59.47%,31.32,X,31.77,X,30 JUN 23,376,8.01,Z,8.07,N,22,622,22.78%,62.39%,,
,,<empty>,676,21.06%,61.04%,30.56,X,31.01,X,30 JUN 23,377,8.24,Z,8.30,N,15,922,22.66%,63.85%,,
,,2,"1,068",20.95%,62.60%,29.80,X,30.24,X,30 JUN 23,378,8.48,Z,8.54,N,58,636,22.54%,65.34%,,
,,1,935,20.83%,64.21%,29.05,X,29.48,X,30 JUN 23,379,8.73,Z,8.79,Z,"3,075",261,22.43%,66.86%,,
,,3,816,20.72%,65.84%,28.30,X,28.73,X,30 JUN 23,380,8.98,Z,9.04,N,240,"8,011",22.31%,68.40%,,
,,<empty>,624,20.60%,67.51%,27.56,X,27.98,X,30 JUN 23,381,9.23,Z,9.29,N,173,327,22.19%,69.95%,,
,,<empty>,731,20.49%,69.21%,26.83,X,27.24,X,30 JUN 23,382,9.49,E,9.55,N,5,446,22.06%,71.53%,,
,,1,624,20.37%,70.94%,26.10,X,26.51,X,30 JUN 23,383,9.76,Z,9.82,N,3,539,21.94%,73.16%,,
,,11,106,20.25%,72.69%,25.38,X,25.78,X,30 JUN 23,384,10.03,E,10.10,N,22,"1,072",21.82%,74.80%,,
,,3,"2,835",20.13%,74.48%,24.66,X,25.06,X,30 JUN 23,385,10.31,N,10.38,W,42,"19,497",21.69%,76.47%,,
,,<empty>,"1,198",20.01%,76.30%,23.95,X,24.34,X,30 JUN 23,386,10.60,Z,10.67,Z,<empty>,993,21.57%,78.17%,,
,,23,843,19.88%,78.16%,23.25,X,23.63,X,30 JUN 23,387,10.90,Z,10.96,N,24,338,21.44%,79.90%,,
,,<empty>,379,19.76%,80.05%,22.55,X,22.93,X,30 JUN 23,388,11.20,Z,11.26,N,2,"1,971",21.31%,81.65%,,
,,2,529,19.63%,81.97%,21.86,X,22.24,X,30 JUN 23,389,11.50,Z,11.57,N,72,639,21.17%,83.43%,,
,,9,490,19.51%,83.93%,21.18,X,21.55,X,30 JUN 23,390,11.82,Z,11.89,Z,412,"16,129",21.05%,85.25%,,
,,<empty>,"1,195",19.37%,85.92%,20.50,X,20.87,X,30 JUN 23,391,12.14,Z,12.21,N,32,"4,808",20.92%,87.09%,,
,,<empty>,389,19.24%,87.95%,19.83,X,20.19,X,30 JUN 23,392,12.47,Z,12.54,N,158,725,20.78%,88.96%,,
,,5,"2,366",19.11%,90.02%,19.17,X,19.53,X,30 JUN 23,393,12.81,Z,12.88,N,76,568,20.65%,90.86%,,
,,4,876,18.97%,92.12%,18.52,X,18.87,X,30 JUN 23,394,13.16,Z,13.23,Z,95,"1,260",20.52%,92.80%,,
,,86,"1,910",18.82%,94.25%,17.98,N,18.09,N,30 JUN 23,395,13.51,Z,13.58,N,196,"3,122",20.38%,94.76%,,
,,48,275,18.68%,96.43%,17.34,E,17.45,N,30 JUN 23,396,13.88,Z,13.95,Z,42,491,20.25%,96.75%,,
,,23,580,18.55%,98.65%,16.71,N,16.82,N,30 JUN 23,397,14.25,Z,14.32,N,29,"6,471",20.12%,98.77%,,
,,10,367,18.41%,99.18%,16.09,N,16.20,N,30 JUN 23,398,14.64,Z,14.70,N,123,551,19.98%,99.24%,,
,,14,399,18.27%,97.13%,15.48,Z,15.59,N,30 JUN 23,399,15.03,Z,15.10,N,48,598,19.85%,97.32%,,
,,112,"6,740",18.12%,95.04%,14.87,E,14.98,N,30 JUN 23,400,15.43,Z,15.50,N,236,"8,292",19.71%,95.38%,,
,,17,230,17.98%,92.94%,14.28,Z,14.39,N,30 JUN 23,401,15.84,Z,15.91,N,<empty>,"1,059",19.57%,93.42%,,
,,8,311,17.83%,90.80%,13.69,E,13.80,N,30 JUN 23,402,16.27,Z,16.34,N,1,457,19.45%,91.45%,,
,,37,249,17.69%,88.65%,13.12,E,13.23,N,30 JUN 23,403,16.70,Z,16.77,N,<empty>,265,19.31%,89.46%,,
,,<empty>,"1,939",17.55%,86.48%,12.56,E,12.67,N,30 JUN 23,404,17.15,Z,17.22,N,82,517,19.18%,87.45%,,
,,109,"2,379",17.41%,84.29%,12.01,N,12.12,N,30 JUN 23,405,17.61,Z,17.68,N,37,651,19.05%,85.44%,,
,,<empty>,216,17.27%,82.08%,11.47,N,11.58,N,30 JUN 23,406,18.08,Z,18.15,N,<empty>,478,18.92%,83.41%,,
,,3,417,17.12%,79.84%,10.94,P,11.05,Z,30 JUN 23,407,18.57,Z,18.64,N,<empty>,958,18.80%,81.38%,,
,,36,909,16.98%,77.60%,10.43,N,10.53,Z,30 JUN 23,408,18.91,X,19.32,X,<empty>,209,18.69%,79.35%,,
,,137,924,16.85%,75.35%,9.93,N,10.03,Z,30 JUN 23,409,19.42,X,19.84,X,1,652,18.57%,77.30%,,
,,583,"3,663",16.71%,73.09%,9.44,N,9.55,Z,30 JUN 23,410,19.94,X,20.37,X,17,"2,904",18.45%,75.25%,,
,,437,"2,387",16.58%,70.82%,8.97,E,9.07,Z,30 JUN 23,411,20.48,X,20.92,X,4,816,18.34%,73.20%,,
,,"1,858","4,538",16.05%,61.73%,7.21,P,7.31,Z,30 JUN 23,415,22.79,X,23.28,X,32,"3,583",17.94%,65.09%,,
,,"1,212","9,129",15.46%,50.63%,5.35,E,5.44,X,30 JUN 23,420,26.06,X,26.61,X,7,"5,108",17.58%,55.41%,,
,,17,"3,698",14.95%,40.27%,3.86,Z,3.94,X,30 JUN 23,425,29.76,X,30.40,X,<empty>,"3,373",17.46%,46.78%,,
,,95,"8,589",14.53%,31.06%,2.71,N,2.79,N,30 JUN 23,430,33.91,X,34.67,X,3,245,17.74%,39.90%,,
,,16,"6,403",14.20%,23.25%,1.86,P,1.93,N,30 JUN 23,435,38.57,B,39.51,B,2,84,18.82%,35.84%,,
,,100,"7,898",13.97%,17.03%,1.26,I,1.32,N,30 JUN 23,440,43.57,B,44.51,B,<empty>,145,20.35%,33.45%,,
,,12,"4,065",13.81%,12.24%,.85,N,.89,N,30 JUN 23,445,48.57,B,49.51,B,<empty>,3,21.82%,31.41%,,
,,51,"4,988",13.76%,8.74%,.57,N,.61,Z,30 JUN 23,450,53.57,B,54.51,B,<empty>,58,23.25%,29.64%,,
,,43,"5,447",13.78%,6.24%,.39,N,.42,N,30 JUN 23,455,58.57,B,59.51,B,<empty>,2,24.64%,28.09%,,
,,110,"1,011",13.85%,4.46%,.27,Z,.29,N,30 JUN 23,460,63.57,B,64.50,B,170,65,25.99%,26.71%,,
,,2,"1,843",13.90%,3.12%,.18,N,.20,N,30 JUN 23,465,68.57,B,69.50,B,<empty>,0,27.33%,25.50%,,

21 JUL 23  (114)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,4,0.02%,0.00%,124.36,X,125.15,X,21 JUL 23,275,.90,Q,.92,Q,55,"5,447",37.07%,8.35%,,
,,<empty>,100,23.66%,0.79%,119.50,X,120.28,X,21 JUL 23,280,.97,Q,.99,N,17,"4,286",36.04%,8.99%,,
,,<empty>,119,25.14%,1.80%,114.65,X,115.42,X,21 JUL 23,285,1.06,Q,1.08,Q,7,"1,932",35.10%,9.77%,,
,,<empty>,176,25.66%,2.82%,109.81,X,110.57,X,21 JUL 23,290,1.16,N,1.18,Q,30,"3,548",34.17%,10.64%,,
,,<empty>,41,25.92%,4.01%,104.99,X,105.74,X,21 JUL 23,295,1.27,N,1.29,Q,6,"3,408",33.25%,11.60%,,
,,1,11,25.89%,5.24%,100.18,X,100.92,X,21 JUL 23,300,1.39,I,1.42,Q,227,"7,901",32.36%,12.68%,,
,,<empty>,5,25.80%,6.68%,95.40,X,96.12,X,21 JUL 23,305,1.54,I,1.57,Q,26,"4,207",31.52%,13.95%,,
,,<empty>,2,25.63%,8.32%,90.64,X,91.35,X,21 JUL 23,310,1.72,N,1.74,N,38,"2,914",30.72%,15.40%,,
,,<empty>,104,25.38%,10.15%,85.91,X,86.60,X,21 JUL 23,315,1.92,Q,1.95,Q,33,"3,672",29.95%,17.07%,,
,,<empty>,7,25.13%,12.28%,81.22,X,81.89,X,21 JUL 23,320,2.16,Z,2.18,N,154,"5,507",29.21%,18.95%,,
,,<empty>,11,24.85%,14.69%,76.57,X,77.22,X,21 JUL 23,325,2.43,Q,2.46,N,45,"10,289",28.50%,21.10%,,
,,<empty>,20,24.54%,17.42%,71.97,X,72.59,X,21 JUL 23,330,2.75,I,2.79,Z,"2,081","10,380",27.84%,23.57%,,
,,<empty>,111,24.22%,20.50%,67.42,X,68.02,X,21 JUL 23,335,3.13,P,3.17,Z,76,"4,703",27.20%,26.38%,,
,,1,286,23.93%,24.05%,62.95,X,63.52,X,21 JUL 23,340,3.57,Z,3.61,Z,"1,689","8,804",26.60%,29.55%,,
,,<empty>,207,23.61%,28.02%,58.55,X,59.09,X,21 JUL 23,345,4.08,N,4.12,N,248,"10,295",26.01%,33.12%,,
,,2,44,23.26%,32.37%,54.22,X,54.73,X,21 JUL 23,350,4.67,W,4.71,N,627,"20,522",25.45%,37.12%,,
,,4,109,22.91%,37.23%,49.99,X,50.46,X,21 JUL 23,355,5.35,N,5.40,N,183,"10,684",24.91%,41.59%,,
,,7,127,22.52%,42.52%,45.84,X,46.28,X,21 JUL 23,360,6.13,Z,6.18,N,972,"17,930",24.39%,46.52%,,
,,34,77,22.13%,48.35%,41.80,X,42.21,X,21 JUL 23,365,7.01,Z,7.06,N,125,"16,125",23.86%,51.92%,,
,,6,247,21.70%,54.66%,37.86,X,38.24,X,21 JUL 23,370,8.00,N,8.06,N,345,"12,531",23.33%,57.81%,,
,,9,452,21.23%,61.48%,34.03,X,34.38,X,21 JUL 23,375,9.12,Z,9.15,Z,287,"13,458",22.78%,64.19%,,
,,20,183,20.74%,68.88%,30.33,X,30.64,X,21 JUL 23,380,10.35,Q,10.41,N,"1,230","15,137",22.23%,71.12%,,
,,19,"7,479",20.20%,76.87%,26.75,X,27.04,X,21 JUL 23,385,11.73,E,11.79,N,375,"7,599",21.65%,78.58%,,
,,26,"3,595",19.63%,85.50%,23.31,X,23.58,X,21 JUL 23,390,13.26,Z,13.32,N,448,"10,483",21.06%,86.62%,,
,,"3,542","6,985",19.02%,94.84%,20.10,E,20.20,N,21 JUL 23,395,14.96,E,15.02,N,411,"8,852",20.44%,95.26%,,
,,886,"9,616",18.40%,95.60%,17.00,N,17.11,W,21 JUL 23,400,16.86,Z,16.93,N,"2,629","15,158",19.82%,95.86%,,
,,125,"6,641",17.76%,86.11%,14.12,E,14.22,N,21 JUL 23,405,19.00,Z,19.07,N,124,"7,732",19.21%,86.98%,,
,,153,"4,191",17.11%,76.24%,11.48,N,11.57,Z,21 JUL 23,410,21.30,X,21.62,X,9,"3,973",18.63%,77.86%,,
,,"1,079","4,850",16.51%,66.20%,9.13,Z,9.22,W,21 JUL 23,415,24.02,X,24.38,X,6,"6,864",18.11%,68.67%,,
,,297,"7,941",15.92%,56.17%,7.08,E,7.17,N,21 JUL 23,420,27.10,X,27.51,X,22,"7,404",17.68%,59.69%,,
,,"2,107","4,436",15.40%,46.51%,5.36,N,5.45,N,21 JUL 23,425,30.57,X,31.06,X,2,568,17.41%,51.31%,,
,,325,"5,049",14.93%,37.51%,3.96,P,4.04,N,21 JUL 23,430,34.45,X,35.04,X,104,405,17.39%,44.01%,,
,,28,"3,726",14.53%,29.50%,2.86,Q,2.94,N,21 JUL 23,435,38.78,X,39.51,X,<empty>,109,17.83%,38.54%,,
,,270,"9,064",14.20%,22.61%,2.04,N,2.08,I,21 JUL 23,440,43.62,B,44.46,B,<empty>,14,19.04%,35.58%,,
,,33,"8,126",13.99%,17.10%,1.43,Q,1.49,N,21 JUL 23,445,48.62,B,49.46,B,3,6,20.40%,33.45%,,
,,166,"15,110",13.82%,12.68%,1.00,N,1.04,N,21 JUL 23,450,53.62,B,54.46,B,2,35,21.72%,31.60%,,
,,16,"7,306",13.75%,9.38%,.70,Q,.74,N,21 JUL 23,455,58.62,B,59.46,B,<empty>,0,23.01%,29.98%,,
,,34,"5,809",13.71%,6.87%,.49,I,.52,N,21 JUL 23,460,63.62,B,64.46,B,<empty>,4,24.26%,28.55%,,
,,25,"2,077",13.78%,5.11%,.35,N,.38,N,21 JUL 23,465,68.61,B,69.46,B,<empty>,0,25.48%,27.25%,,
,,10,"1,423",13.83%,3.74%,.25,N,.27,N,21 JUL 23,470,73.61,B,74.46,B,<empty>,1,26.69%,26.11%,,
,,227,"1,122",13.94%,2.79%,.18,N,.20,N,21 JUL 23,475,78.61,B,79.46,B,<empty>,0,27.87%,25.08%,,
,,2,"7,428",14.08%,2.09%,.13,N,.15,N,21 JUL 23,480,83.61,B,84.46,B,<empty>,0,29.04%,24.16%,,
,,431,"9,428",14.25%,1.58%,.10,N,.11,N,21 JUL 23,485,88.61,B,89.46,B,<empty>,0,30.20%,23.33%,,
,,<empty>,"7,901",14.21%,1.08%,.06,N,.08,N,21 JUL 23,490,93.61,B,94.46,B,2,0,31.34%,22.57%,,
,,1,"1,987",14.45%,0.85%,.05,Z,.06,N,21 JUL 23,495,98.61,B,99.45,B,<empty>,0,32.46%,21.87%,,
,,"1,430","14,562",14.74%,0.69%,.04,N,.05,N,21 JUL 23,500,103.61,B,104.45,B,<empty>,0,33.58%,21.24%,,
,,<empty>,"1,782",14.72%,0.47%,.02,N,.04,N,21 JUL 23,505,108.61,B,109.45,B,<empty>,0,34.70%,20.67%,,
,,2,337,15.03%,0.39%,.01,N,.04,P,21 JUL 23,510,113.61,B,114.45,B,<empty>,0,35.81%,20.16%,,
,,<empty>,"1,056",15.25%,0.31%,.01,Q,.03,N,21 JUL 23,515,118.61,B,119.45,B,<empty>,0,36.91%,19.68%,,
,,<empty>,"1,103",15.80%,0.30%,.01,N,.03,N,21 JUL 23,520,123.61,B,124.45,B,<empty>,0,38.01%,19.25%,,

18 AUG 23  (142)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,4,53,24.88%,36.03%,61.07,X,61.67,X,18 AUG 23,345,5.36,P,5.42,N,"2,350","3,310",25.91%,38.18%,,
,,9,4,24.41%,40.10%,56.83,X,57.41,X,18 AUG 23,350,6.03,W,6.09,N,156,"3,585",25.37%,42.12%,,
,,618,17,23.95%,44.58%,52.69,X,53.23,X,18 AUG 23,355,6.79,N,6.86,N,68,"3,627",24.87%,46.46%,,
,,964,17,23.49%,49.43%,48.63,X,49.14,X,18 AUG 23,360,7.64,N,7.71,N,190,"7,502",24.35%,51.16%,,
,,"1,152",84,23.02%,54.68%,44.66,X,45.15,X,18 AUG 23,365,8.59,P,8.66,N,81,"1,813",23.84%,56.26%,,
,,8,126,22.53%,60.34%,40.79,X,41.25,X,18 AUG 23,370,9.65,Z,9.72,N,126,"3,243",23.34%,61.77%,,
