Stock quote and option quote for DIA on 3/28/23 22:21:44

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
323.81,P,-.50,325.00, ,325.28, ,800 x 800,"2,536,520",323.99,325.65,322.84

UNDERLYING EXTRA INFO
Last Size,Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
0,3.18%,73.76,.8581,M,3/17/23,354.8783,286.62,"82,140,000",.939

31 MAR 23  (2)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,1,220,15.93%,68.22%,8.15,T,9.55,T,15 SEP 23,340,20.15,B,22.80,B,10,118,15.86%,68.10%,,
,,<empty>,23,16.24%,66.81%,8.40,T,9.15,T,15 SEP 23,341,20.70,B,23.65,B,<empty>,0,15.90%,66.21%,,
,,4,15,16.00%,64.47%,7.80,T,8.70,T,15 SEP 23,342,21.60,T,23.75,B,<empty>,0,15.67%,63.86%,,
,,<empty>,6,15.86%,62.31%,7.35,T,8.30,T,15 SEP 23,343,21.90,T,24.80,T,<empty>,0,15.65%,61.90%,,
,,<empty>,30,16.02%,60.76%,7.30,T,8.00,B,15 SEP 23,344,22.70,T,25.30,T,<empty>,0,15.58%,59.87%,,
,,4,59,15.67%,58.19%,6.60,T,7.55,B,15 SEP 23,345,23.40,T,25.85,B,<empty>,106,15.47%,57.75%,,
,,5,27,15.58%,56.17%,6.45,T,7.00,B,15 SEP 23,346,23.95,T,25.90,T,<empty>,0,14.89%,54.55%,,
,,<empty>,0,15.51%,54.21%,6.10,T,6.70,T,15 SEP 23,347,24.95,T,26.75,B,<empty>,0,15.14%,53.32%,,
,,4,35,15.23%,51.76%,5.50,T,6.35,T,15 SEP 23,348,25.60,T,27.40,T,<empty>,0,15.00%,51.17%,,
,,<empty>,25,15.20%,49.92%,5.35,T,5.95,T,15 SEP 23,349,25.50,T,29.30,T,<empty>,0,15.20%,49.91%,,
,,1,212,15.16%,48.09%,5.05,T,5.70,T,15 SEP 23,350,28.00,Q,30.00,T,<empty>,73,16.39%,51.15%,,
,,<empty>,3,15.07%,46.16%,4.75,T,5.40,T,15 SEP 23,351,27.00,T,30.75,T,<empty>,1,15.09%,46.22%,,
,,5,4,14.96%,44.21%,4.50,T,5.05,T,15 SEP 23,352,27.80,T,31.55,T,<empty>,5,15.11%,44.61%,,
,,<empty>,0,14.80%,42.13%,4.20,T,4.70,E,15 SEP 23,353,28.60,T,32.35,T,<empty>,0,15.11%,43.00%,,
,,<empty>,2,14.77%,40.46%,3.90,T,4.55,T,15 SEP 23,354,29.50,T,33.20,T,<empty>,0,15.21%,41.73%,,
,,1,250,14.73%,38.79%,3.70,T,4.30,T,15 SEP 23,355,30.40,T,34.00,T,<empty>,37,15.27%,40.37%,,

29 SEP 23  (184)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,2,22.55%,54.21%,38.00,T,42.05,T,29 SEP 23,294,6.10,B,7.60,B,<empty>,6,21.95%,52.97%,,
,,<empty>,0,22.63%,55.75%,37.50,T,41.25,T,29 SEP 23,295,6.15,B,7.85,B,<empty>,57,21.78%,54.04%,,
,,<empty>,1,22.27%,56.45%,36.50,T,40.35,T,29 SEP 23,296,6.25,B,8.20,B,<empty>,0,21.71%,55.33%,,
,,<empty>,1,22.01%,57.38%,35.50,T,39.60,T,29 SEP 23,297,6.10,B,8.70,B,<empty>,0,21.56%,56.48%,,
,,<empty>,3,22.41%,59.57%,35.45,T,38.85,T,29 SEP 23,298,6.70,B,8.30,B,<empty>,3,21.30%,57.44%,,
,,<empty>,22,22.07%,60.40%,34.45,T,38.00,T,29 SEP 23,299,7.10,T,8.00,T,<empty>,108,20.97%,58.28%,,
,,<empty>,949,21.83%,61.43%,34.00,B,36.75,T,29 SEP 23,300,7.65,Q,8.85,B,<empty>,"1,193",21.52%,60.86%,,
,,<empty>,0,21.69%,62.67%,33.20,T,36.00,T,29 SEP 23,301,7.30,T,8.95,B,<empty>,11,20.94%,61.29%,,
,,<empty>,0,21.57%,63.97%,32.50,T,35.20,T,29 SEP 23,302,7.40,B,9.20,B,<empty>,2,20.76%,62.51%,,
,,<empty>,0,21.28%,65.01%,31.80,T,34.15,T,29 SEP 23,303,7.30,B,9.50,B,<empty>,0,20.47%,63.57%,,
,,<empty>,0,21.25%,66.51%,30.95,T,33.65,T,29 SEP 23,304,8.25,T,9.05,B,<empty>,2,20.38%,65.01%,,
,,1,85,21.27%,68.11%,30.50,B,32.85,B,29 SEP 23,305,7.80,B,9.70,B,<empty>,27,20.09%,66.11%,,
,,<empty>,1,20.87%,69.05%,29.55,T,31.90,T,29 SEP 23,306,8.55,B,9.95,B,<empty>,3,20.30%,68.12%,,
,,<empty>,2,20.85%,70.62%,29.00,T,31.15,T,29 SEP 23,307,8.30,T,10.60,B,<empty>,2,20.12%,69.48%,,
,,<empty>,0,20.97%,72.41%,28.25,T,30.85,T,29 SEP 23,308,8.30,B,11.25,B,<empty>,16,20.09%,71.10%,,
,,<empty>,0,20.74%,73.70%,27.65,T,29.85,T,29 SEP 23,309,8.85,B,11.00,B,<empty>,11,19.83%,72.39%,,
,,<empty>,18,20.63%,75.19%,27.00,B,29.10,T,29 SEP 23,310,8.90,B,11.80,B,<empty>,34,19.90%,74.20%,,
,,<empty>,0,20.36%,76.50%,26.15,T,28.30,T,29 SEP 23,311,9.20,B,11.35,B,<empty>,13,19.36%,75.17%,,
,,<empty>,2,20.14%,77.91%,25.00,T,27.90,T,29 SEP 23,312,9.80,T,11.60,B,<empty>,18,19.41%,77.00%,,
,,<empty>,0,19.92%,79.36%,24.20,T,27.15,T,29 SEP 23,313,9.80,T,12.55,B,<empty>,5,19.52%,78.89%,,
,,<empty>,0,19.95%,81.11%,24.00,T,26.25,T,29 SEP 23,314,9.75,B,13.05,B,2,2,19.31%,80.42%,,
,,<empty>,901,19.60%,82.49%,23.05,B,25.45,B,29 SEP 23,315,10.35,B,12.85,B,<empty>,24,19.07%,81.94%,,
,,<empty>,1,19.70%,84.34%,22.60,T,24.95,T,29 SEP 23,316,10.50,B,13.30,B,<empty>,13,18.94%,83.63%,,
,,<empty>,4,19.57%,85.97%,22.25,B,23.95,T,29 SEP 23,317,10.65,B,12.80,B,<empty>,8,18.26%,84.83%,,
,,<empty>,2,19.42%,87.63%,21.25,B,23.60,B,29 SEP 23,318,11.80,Z,14.15,B,1,19,19.20%,87.47%,,
,,<empty>,31,19.01%,89.14%,20.05,B,23.00,B,29 SEP 23,319,11.50,B,14.20,B,<empty>,3,18.55%,88.84%,,
,,<empty>,479,19.08%,91.00%,20.60,B,21.50,C,29 SEP 23,320,12.20,T,13.40,B,3,167,17.99%,90.37%,,
,,<empty>,6,19.08%,92.80%,20.05,B,21.00,T,29 SEP 23,321,12.45,T,14.65,B,1,9,18.32%,92.46%,,
,,<empty>,1,18.57%,98.15%,17.25,B,19.85,B,29 SEP 23,324,13.35,B,15.45,B,<empty>,7,17.68%,98.04%,,
,,<empty>,356,18.75%,100.00%,17.50,B,18.95,B,29 SEP 23,325,13.45,B,16.55,B,<empty>,71,17.81%,100.00%,,
,,<empty>,0,18.43%,98.12%,17.05,T,17.85,B,29 SEP 23,326,14.65,T,15.90,B,<empty>,1,17.55%,98.04%,,
,,<empty>,0,18.15%,96.19%,16.20,B,17.25,T,29 SEP 23,327,14.25,B,17.15,B,<empty>,5,17.46%,96.07%,,
,,<empty>,0,17.97%,94.25%,15.75,B,16.45,B,29 SEP 23,328,15.05,B,17.15,B,<empty>,0,17.32%,94.07%,,
,,<empty>,1,17.81%,92.30%,15.15,B,15.85,B,29 SEP 23,329,15.15,B,18.00,B,<empty>,3,17.26%,92.09%,,
,,<empty>,16,17.80%,90.39%,14.60,B,15.50,T,29 SEP 23,330,16.15,T,17.55,B,<empty>,132,16.96%,89.99%,,
,,<empty>,0,17.43%,88.29%,13.85,B,14.70,B,29 SEP 23,331,16.25,B,18.75,B,2,0,17.07%,88.08%,,
,,<empty>,0,17.40%,86.36%,13.45,B,14.20,B,29 SEP 23,332,16.65,T,18.80,B,<empty>,0,16.69%,85.87%,,
,,<empty>,0,17.12%,84.24%,12.50,B,13.80,T,29 SEP 23,333,17.10,T,19.70,B,<empty>,5,16.81%,83.99%,,
,,<empty>,0,16.85%,82.08%,11.65,B,13.35,H,29 SEP 23,334,17.50,T,20.25,B,<empty>,1,16.69%,81.93%,,
,,<empty>,467,17.05%,80.35%,12.00,T,12.55,B,29 SEP 23,335,18.55,T,20.10,B,<empty>,"1,053",16.52%,79.82%,,
,,<empty>,0,16.86%,78.27%,11.40,T,12.05,T,29 SEP 23,336,18.75,T,21.05,T,<empty>,5,16.49%,77.85%,,
,,<empty>,0,16.48%,75.91%,10.30,B,11.70,B,29 SEP 23,337,19.35,T,21.40,T,<empty>,10,16.33%,75.72%,,
,,<empty>,0,16.61%,74.18%,10.45,B,11.05,B,29 SEP 23,338,19.85,T,22.05,T,<empty>,0,16.27%,73.72%,,
,,<empty>,1,16.45%,72.08%,9.90,B,10.60,T,29 SEP 23,339,20.45,T,22.85,T,<empty>,1,16.34%,71.92%,,
,,1,950,16.45%,70.22%,9.50,B,10.30,B,29 SEP 23,340,21.05,T,23.10,T,<empty>,152,16.08%,69.64%,,
,,<empty>,0,16.27%,68.08%,9.10,B,9.70,B,29 SEP 23,341,21.40,T,24.00,T,<empty>,0,16.04%,67.70%,,
,,<empty>,0,16.19%,66.11%,8.75,T,9.25,B,29 SEP 23,342,22.05,T,24.50,T,<empty>,0,15.92%,65.64%,,
,,<empty>,0,16.12%,64.18%,8.35,T,8.90,B,29 SEP 23,343,23.05,T,24.55,T,<empty>,0,15.73%,63.44%,,
,,<empty>,0,15.93%,62.01%,7.80,B,8.50,B,29 SEP 23,344,23.60,T,25.30,T,<empty>,0,15.68%,61.51%,,
,,<empty>,23,15.90%,60.17%,7.60,T,8.05,T,29 SEP 23,345,23.65,T,26.40,T,<empty>,101,15.52%,59.37%,,
,,<empty>,0,15.65%,57.87%,7.05,B,7.60,B,29 SEP 23,346,23.20,T,27.25,T,<empty>,0,14.86%,56.06%,,
,,<empty>,0,15.50%,55.79%,6.60,B,7.25,B,29 SEP 23,347,24.00,T,28.20,T,<empty>,0,15.04%,54.70%,,
,,<empty>,0,15.56%,54.20%,6.45,T,6.95,T,29 SEP 23,348,25.00,T,28.80,T,<empty>,0,15.12%,53.13%,,
,,<empty>,0,15.32%,51.93%,5.95,T,6.55,T,29 SEP 23,349,26.35,T,29.15,T,<empty>,0,15.25%,51.74%,,
,,1,43,15.33%,50.26%,5.75,B,6.25,T,29 SEP 23,350,26.65,T,30.35,T,<empty>,523,15.24%,50.03%,,
,,<empty>,0,15.25%,48.44%,5.45,B,5.95,T,29 SEP 23,351,27.00,T,31.05,T,<empty>,0,14.89%,47.47%,,
,,<empty>,0,15.10%,46.42%,5.10,T,5.60,T,29 SEP 23,352,28.10,T,31.80,T,<empty>,3,15.09%,46.40%,,
,,<empty>,0,15.03%,44.65%,4.85,B,5.30,T,29 SEP 23,353,28.25,T,32.60,T,<empty>,0,14.61%,43.46%,,
,,<empty>,0,14.95%,42.87%,4.60,T,5.00,T,29 SEP 23,354,29.05,T,33.40,T,<empty>,0,14.60%,41.86%,,
,,1,14,14.75%,40.77%,4.15,B,4.75,T,29 SEP 23,355,30.45,T,34.20,T,<empty>,134,15.05%,41.64%,,

15 DEC 23  (261)  100
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,42.74%,14.95%,139.55,T,143.50,T,15 DEC 23,185,0,X,3.05,Q,<empty>,2,40.29%,12.27%,,
,,<empty>,0,42.66%,16.99%,135.00,T,139.00,T,15 DEC 23,190,.06,B,3.15,B,<empty>,9,39.07%,12.86%,,
,,<empty>,0,41.19%,17.48%,130.00,T,134.30,T,15 DEC 23,195,0,T,3.30,B,<empty>,0,37.69%,13.27%,,
,,<empty>,0,40.59%,19.06%,125.50,T,129.60,T,15 DEC 23,200,0,B,3.40,T,<empty>,11,36.35%,13.72%,,
,,<empty>,0,38.91%,19.31%,120.50,T,124.80,T,15 DEC 23,205,0,N,2.45,B,<empty>,0,32.60%,11.12%,,
,,<empty>,0,38.55%,21.37%,116.00,T,120.35,T,15 DEC 23,210,.06,B,3.75,B,<empty>,50,34.14%,15.28%,,
,,<empty>,0,37.50%,22.56%,111.50,T,115.50,T,15 DEC 23,215,.09,B,3.90,B,<empty>,0,32.98%,16.03%,,
,,<empty>,0,36.81%,24.34%,107.00,T,110.95,T,15 DEC 23,220,1.47,B,2.87,B,<empty>,0,32.11%,17.25%,,
,,<empty>,0,35.61%,25.45%,102.20,T,106.35,T,15 DEC 23,225,.43,B,3.85,B,<empty>,11,30.53%,17.44%,,
,,<empty>,0,33.86%,25.72%,97.55,T,101.15,T,15 DEC 23,230,1.51,B,2.86,B,<empty>,10,29.23%,18.07%,,
,,<empty>,0,33.60%,28.49%,93.00,T,97.15,T,15 DEC 23,235,2.38,T,3.20,B,<empty>,24,29.55%,21.57%,,
,,<empty>,0,32.70%,30.33%,88.50,T,92.60,T,15 DEC 23,240,2.72,T,3.45,B,<empty>,202,28.84%,23.50%,,
,,<empty>,0,31.69%,32.12%,84.00,T,88.00,T,15 DEC 23,245,3.00,B,3.65,T,<empty>,584,27.94%,25.22%,,
,,<empty>,0,30.89%,34.39%,79.55,T,83.60,T,15 DEC 23,250,3.50,B,4.05,B,130,55,27.45%,27.91%,,
,,<empty>,0,29.54%,35.81%,75.05,T,78.70,T,15 DEC 23,255,3.85,B,4.40,B,30,74,26.67%,30.20%,,
,,<empty>,0,29.14%,39.17%,70.80,T,74.70,T,15 DEC 23,260,4.40,B,4.85,B,<empty>,115,26.11%,33.16%,,
,,<empty>,0,27.85%,41.04%,66.20,T,70.05,T,15 DEC 23,265,4.85,B,5.45,T,40,140,25.50%,36.26%,,
,,<empty>,1,27.12%,44.16%,62.05,T,65.70,T,15 DEC 23,270,5.40,B,5.85,B,<empty>,80,24.72%,39.26%,,
,,<empty>,3,26.38%,47.52%,57.65,T,61.70,T,15 DEC 23,275,6.05,B,6.65,T,<empty>,52,24.25%,43.19%,,
,,<empty>,0,25.62%,51.12%,53.50,T,57.55,T,15 DEC 23,280,6.65,B,7.25,T,<empty>,258,23.49%,46.82%,,
,,<empty>,0,24.99%,55.20%,49.50,T,53.55,T,15 DEC 23,285,7.30,B,8.00,B,<empty>,271,22.79%,50.88%,,
,,<empty>,0,24.38%,59.63%,45.80,T,49.45,T,15 DEC 23,290,7.90,T,8.95,T,<empty>,108,22.09%,55.33%,,
,,<empty>,0,23.64%,64.16%,42.10,T,45.30,T,15 DEC 23,295,9.05,B,11.05,B,<empty>,42,22.29%,61.84%,,
,,<empty>,4,22.48%,68.41%,37.95,T,41.00,T,15 DEC 23,300,9.60,B,11.00,B,4,"1,039",20.77%,65.59%,,
,,<empty>,12,21.78%,73.82%,34.65,T,36.85,T,15 DEC 23,305,11.10,T,12.70,B,<empty>,11,20.64%,72.22%,,
,,<empty>,5,21.10%,79.68%,31.15,T,33.15,T,15 DEC 23,310,11.80,B,13.85,B,<empty>,30,19.66%,77.99%,,
,,<empty>,1,20.37%,85.94%,27.30,T,29.95,T,15 DEC 23,315,13.40,B,15.70,B,8,101,19.36%,85.09%,,
,,<empty>,16,19.66%,92.71%,24.10,B,26.40,B,15 DEC 23,320,15.10,B,16.85,B,<empty>,3,18.61%,92.22%,,
,,<empty>,0,19.26%,98.51%,22.00,B,23.65,B,15 DEC 23,324,16.50,B,18.25,B,2,0,18.13%,98.41%,,
,,<empty>,3,19.45%,100.00%,21.85,B,23.25,B,15 DEC 23,325,16.60,B,18.95,B,2,57,18.05%,100.00%,,
,,<empty>,0,18.96%,98.45%,20.35,B,22.75,B,15 DEC 23,326,16.75,B,19.30,B,2,0,17.81%,98.37%,,
,,<empty>,0,18.88%,96.90%,19.95,T,22.05,T,15 DEC 23,327,17.35,B,19.75,B,2,0,17.83%,96.75%,,
,,<empty>,0,18.82%,95.35%,19.20,B,21.75,B,15 DEC 23,328,17.80,B,20.55,B,<empty>,0,17.92%,95.16%,,
,,<empty>,0,18.61%,93.76%,18.85,T,20.75,T,15 DEC 23,329,18.15,B,20.45,B,<empty>,1,17.55%,93.45%,,
,,100,24,18.52%,92.18%,18.10,B,20.40,B,15 DEC 23,330,18.50,B,21.25,B,<empty>,17,17.59%,91.84%,,
,,<empty>,0,18.37%,90.58%,17.50,B,19.80,B,15 DEC 23,331,19.20,B,21.35,B,<empty>,0,17.45%,90.17%,,
,,<empty>,0,18.19%,88.94%,16.55,B,19.50,B,15 DEC 23,332,19.10,B,22.00,B,<empty>,0,17.19%,88.42%,,
,,<empty>,40,18.07%,87.33%,16.20,B,18.75,B,15 DEC 23,333,20.15,B,22.25,B,<empty>,0,17.28%,86.85%,,
,,<empty>,2,17.97%,85.72%,15.95,B,17.95,B,15 DEC 23,334,20.40,B,22.90,B,<empty>,0,17.17%,85.17%,,
,,<empty>,8,17.86%,84.09%,14.90,B,17.95,B,15 DEC 23,335,20.75,B,23.40,B,<empty>,1,17.03%,83.45%,,
,,<empty>,0,17.72%,82.44%,14.40,B,17.35,B,15 DEC 23,336,21.15,B,23.45,B,<empty>,0,16.68%,81.54%,,
,,<empty>,0,17.60%,80.79%,13.90,B,16.80,B,15 DEC 23,337,21.55,B,23.90,M,<empty>,0,16.52%,79.76%,,
,,<empty>,0,17.50%,79.15%,13.70,T,16.00,H,15 DEC 23,338,22.30,B,24.90,B,<empty>,0,16.78%,78.42%,,
,,<empty>,0,17.48%,77.60%,13.20,B,15.70,B,15 DEC 23,339,23.00,B,25.05,B,<empty>,0,16.60%,76.63%,,
,,2,5,17.28%,75.86%,12.95,B,14.80,B,15 DEC 23,340,23.15,B,25.80,T,1,3,16.43%,74.84%,,
,,2,0,17.20%,74.24%,12.15,B,14.70,B,15 DEC 23,341,23.80,B,26.45,B,<empty>,0,16.45%,73.28%,,
,,<empty>,0,17.09%,72.59%,11.90,B,14.00,B,15 DEC 23,342,24.25,B,27.05,B,<empty>,0,16.34%,71.55%,,
,,<empty>,0,17.02%,70.98%,11.60,B,13.45,B,15 DEC 23,343,25.20,B,27.20,B,<empty>,0,16.24%,69.85%,,
,,<empty>,3,16.91%,69.34%,11.10,B,13.05,B,15 DEC 23,344,25.70,B,27.85,B,<empty>,0,16.15%,68.17%,,
,,<empty>,27,16.90%,67.83%,10.40,B,13.05,B,15 DEC 23,345,25.65,T,28.95,T,<empty>,0,16.01%,66.39%,,
,,<empty>,0,16.63%,65.92%,9.70,B,12.55,B,15 DEC 23,346,26.55,T,28.90,T,<empty>,0,15.75%,64.39%,,
,,<empty>,0,16.67%,64.53%,9.55,B,12.15,B,15 DEC 23,347,27.00,T,30.00,T,<empty>,0,15.84%,63.03%,,
,,<empty>,0,16.46%,62.70%,9.55,B,11.10,B,15 DEC 23,348,27.95,T,30.05,T,<empty>,0,15.63%,61.12%,,
,,<empty>,0,16.41%,61.16%,9.10,B,10.85,B,15 DEC 23,349,28.60,T,30.80,T,<empty>,0,15.62%,59.61%,,
,,<empty>,"1,012",16.33%,59.57%,8.60,B,10.60,B,15 DEC 23,350,28.90,T,31.45,T,<empty>,21,15.36%,57.57%,,
,,<empty>,3,16.29%,58.08%,8.85,T,9.70,B,15 DEC 23,351,29.80,T,32.10,T,<empty>,0,15.41%,56.21%,,
,,<empty>,0,16.07%,56.21%,7.75,B,9.80,B,15 DEC 23,352,30.25,T,33.40,T,<empty>,0,15.56%,55.11%,,
,,<empty>,1,16.53%,55.81%,8.00,B,9.90,B,15 DEC 23,353,30.90,T,33.75,T,<empty>,0,15.29%,53.05%,,
,,<empty>,0,16.00%,53.30%,7.30,B,9.05,B,15 DEC 23,354,31.85,T,34.45,T,<empty>,1,15.37%,51.83%,,
,,14,19,15.53%,50.84%,6.40,B,8.55,B,15 DEC 23,355,32.60,T,35.35,T,<empty>,1,15.44%,50.63%,,

29 DEC 23  (275)  100 (Quarterlys)
,,Volume,Open.Int,Impl Vol,Prob.Touch,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Volume,Open.Int,Impl Vol,Prob.Touch,,
,,<empty>,0,22.90%,65.04%,41.00,T,45.00,T,29 DEC 23,296,8.55,B,11.45,B,<empty>,0,21.38%,62.37%,,
,,<empty>,0,22.67%,65.86%,40.00,T,44.30,T,29 DEC 23,297,8.80,B,11.45,B,<empty>,4,21.17%,63.26%,,
,,<empty>,0,22.65%,67.05%,39.50,T,43.50,T,29 DEC 23,298,8.90,B,11.60,B,<empty>,7,20.95%,64.16%,,
,,<empty>,0,22.53%,68.06%,38.50,T,43.00,T,29 DEC 23,299,9.20,B,12.10,B,<empty>,11,21.04%,65.61%,,
,,<empty>,6,22.28%,68.92%,38.25,T,41.55,T,29 DEC 23,300,9.80,B,11.35,B,<empty>,97,20.60%,66.15%,,
,,<empty>,0,22.31%,70.20%,37.00,T,41.60,T,29 DEC 23,301,9.45,B,12.70,B,<empty>,0,20.78%,67.79%,,
,,<empty>,0,22.01%,71.01%,36.50,T,40.30,T,29 DEC 23,302,10.05,B,12.65,B,<empty>,4,20.71%,69.00%,,
,,<empty>,0,21.81%,71.99%,35.50,T,39.70,T,29 DEC 23,303,10.15,B,13.15,B,<empty>,15,20.66%,70.26%,,
,,<empty>,1,21.81%,73.27%,35.25,T,38.75,T,29 DEC 23,304,10.40,B,13.20,B,<empty>,6,20.45%,71.28%,,
,,<empty>,0,21.56%,74.21%,34.90,T,37.40,T,29 DEC 23,305,11.20,T,13.40,B,<empty>,7,20.60%,72.86%,,
,,<empty>,9,21.25%,75.10%,34.05,T,36.45,T,29 DEC 23,306,10.85,B,13.70,B,<empty>,0,20.20%,73.64%,,
,,<empty>,0,21.04%,76.15%,33.10,T,35.80,T,29 DEC 23,307,11.25,B,13.80,B,<empty>,0,20.08%,74.86%,,
,,<empty>,0,21.08%,77.53%,32.75,T,35.05,T,29 DEC 23,308,11.60,B,14.25,B,<empty>,15,20.10%,76.28%,,
,,<empty>,0,20.98%,78.75%,31.85,T,34.60,T,29 DEC 23,309,12.00,B,14.25,B,<empty>,0,19.92%,77.45%,,
,,<empty>,23,20.84%,79.92%,31.20,T,33.80,T,29 DEC 23,310,11.95,B,14.90,B,<empty>,46,19.83%,78.76%,,
,,<empty>,0,20.63%,81.06%,30.25,T,33.20,T,29 DEC 23,311,12.10,B,15.25,B,<empty>,7,19.69%,80.01%,,
,,<empty>,0,20.65%,82.43%,30.20,T,32.15,T,29 DEC 23,312,12.65,B,14.45,B,<empty>,0,19.17%,80.88%,,
,,<empty>,5,20.39%,83.56%,28.90,T,31.80,T,29 DEC 23,313,13.00,B,15.60,B,<empty>,1,19.50%,82.70%,,
,,<empty>,0,20.34%,84.90%,28.40,T,31.10,T,29 DEC 23,314,13.25,B,15.90,B,<empty>,1,19.37%,84.02%,,
,,<empty>,3,20.41%,86.34%,28.30,T,30.25,T,29 DEC 23,315,13.65,B,16.35,B,<empty>,33,19.37%,85.49%,,
,,<empty>,0,19.99%,87.41%,26.90,T,29.70,T,29 DEC 23,316,13.85,B,16.50,B,<empty>,0,19.13%,86.75%,,
,,<empty>,0,20.00%,88.83%,26.40,T,29.15,T,29 DEC 23,317,14.35,B,15.90,T,<empty>,0,18.67%,87.90%,,
,,<empty>,0,19.79%,90.11%,25.60,T,28.45,T,29 DEC 23,318,14.55,T,17.15,B,<empty>,0,18.94%,89.59%,,
,,<empty>,0,19.74%,91.51%,25.20,T,27.70,T,29 DEC 23,319,14.90,T,17.50,B,<empty>,0,18.85%,91.04%,,
,,<empty>,1,19.58%,92.87%,24.60,T,26.95,T,29 DEC 23,320,15.20,B,17.80,B,<empty>,18,18.70%,92.47%,,
,,<empty>,0,19.52%,94.28%,23.95,T,26.45,T,29 DEC 23,321,15.70,T,17.90,B,<empty>,0,18.55%,93.92%,,
,,<empty>,0,19.27%,95.65%,23.10,B,25.75,T,29 DEC 23,322,16.00,T,18.45,B,<empty>,0,18.50%,95.44%,,
,,<empty>,0,19.17%,97.09%,22.30,T,25.35,T,29 DEC 23,323,16.50,T,18.80,B,<empty>,10,18.45%,96.95%,,
,,<empty>,0,19.09%,98.54%,22.10,T,24.40,T,29 DEC 23,324,16.55,T,18.25,B,<empty>,10,17.77%,98.41%,,
,,2,34,18.94%,100.00%,21.35,B,23.85,T,29 DEC 23,325,17.00,B,19.60,B,2,7,18.15%,100.00%,,
,,<empty>,3,18.78%,98.48%,20.55,B,23.35,T,29 DEC 23,326,17.60,T,19.80,B,<empty>,3,18.06%,98.43%,,
,,<empty>,1,18.65%,96.95%,20.10,T,22.60,T,29 DEC 23,327,17.60,B,20.45,B,<empty>,3,17.89%,96.85%,,
,,<empty>,4,18.62%,95.43%,19.20,B,22.50,B,29 DEC 23,328,18.35,T,20.65,B,<empty>,0,17.85%,95.27%,,
,,<empty>,0,18.44%,93.87%,18.90,B,21.50,T,29 DEC 23,329,18.65,T,21.15,B,<empty>,1,17.74%,93.67%,,
,,<empty>,8,18.32%,92.31%,18.25,B,21.00,T,29 DEC 23,330,18.80,T,21.75,B,<empty>,26,17.59%,92.05%,,
,,<empty>,3,18.29%,90.78%,18.05,B,20.25,T,29 DEC 23,331,19.60,T,21.75,B,<empty>,0,17.46%,90.43%,,
,,<empty>,10,18.12%,89.19%,17.20,B,19.85,T,29 DEC 23,332,19.65,T,22.60,B,<empty>,1,17.37%,88.81%,,
,,<empty>,0,18.03%,87.62%,16.55,B,19.45,T,29 DEC 23,333,20.20,T,22.75,T,<empty>,0,17.18%,87.12%,,
,,<empty>,1,17.91%,86.04%,16.20,T,18.70,T,29 DEC 23,334,20.70,T,23.15,B,<empty>,1,17.07%,85.48%,,
,,<empty>,24,17.82%,84.47%,15.50,T,18.40,B,29 DEC 23,335,21.20,T,23.75,B,<empty>,5,17.05%,83.89%,,
,,<empty>,0,17.64%,82.82%,14.95,T,17.75,B,29 DEC 23,336,21.55,T,24.20,T,<empty>,5,16.88%,82.18%,,
,,<empty>,0,17.53%,81.21%,14.45,T,17.20,B,29 DEC 23,337,22.15,T,24.70,T,<empty>,4,16.84%,80.58%,,
,,<empty>,0,17.31%,79.50%,14.05,T,16.35,B,29 DEC 23,338,22.45,T,25.50,T,<empty>,4,16.79%,78.98%,,
,,<empty>,10,17.11%,77.78%,13.65,T,15.55,X,29 DEC 23,339,23.20,T,25.45,T,<empty>,6,16.55%,77.17%,,
,,<empty>,13,17.29%,76.48%,12.90,T,15.95,B,29 DEC 23,340,23.75,T,25.55,T,<empty>,44,16.28%,75.28%,,
,,<empty>,11,17.17%,74.85%,12.35,T,15.50,B,29 DEC 23,341,24.15,T,26.80,T,<empty>,6,16.46%,73.96%,,
,,<empty>,0,17.06%,73.23%,12.00,T,14.90,B,29 DEC 23,342,24.80,T,27.10,T,<empty>,3,16.31%,72.22%,,
,,<empty>,2,16.69%,71.25%,11.70,T,13.70,T,29 DEC 23,343,25.35,T,27.55,T,<empty>,5,16.17%,70.49%,,
,,<empty>,0,16.92%,70.10%,11.35,T,13.85,B,29 DEC 23,344,25.70,T,27.95,T,<empty>,0,15.90%,68.54%,,
,,<empty>,2,16.83%,68.52%,10.45,T,13.90,B,29 DEC 23,345,26.30,T,28.85,T,<empty>,1,15.98%,67.16%,,
